X,Y,properties,
130.0940205,-0.061962,,
109.225833530751,-1.67332554792254,,
112.937054575746,-0.934387188134736,,
104.953615485267,-2.81033127345799,,
108.202832481407,-3.48556652916991,,
103.836853273706,-2.19112628375481,,
110.14975583009,-5.08011666483353,,
106.150189825217,-4.90546572592544,,
103.050994844574,-4.33593458293971,,
101.995272271906,-3.35246153139118,,
105.403812101049,-3.61846220484343,,
102.465538688259,-2.47679721314461,,
112.254585737373,-4.43659160715178,,
95.02753347475,-3.28818284710277,,
99.9573221720355,-5.35846300587434,,
98.0117541833315,-5.50148134146051,,
101.26192594627,-4.88700764385573,,
103.298011231262,-5.83257895376649,,
97.6361315076583,-3.3982523781175,,
97.2025274930675,-2.39846873521473,,
122.77009025174,-0.771783991796554,,
125.246115938957,0.057690987854246,,
127.808267861268,0.602741570903354,,
144.298475447203,1.60789932838181,,
132.954273442697,-0.362064560107711,,
126.955792673408,-1.01623195151416,,
140.20710480696,0.414883529277721,,
139.984568739141,-1.04666920422849,,
115.06209137686,-0.807768541760939,,
118.607450280737,-0.292175738527285,,
121.923301651564,-4.0699539579807,,
132.078934324233,-4.93820751909642,,
112.489965007552,-3.39762725488879,,
114.786083213477,-4.01602689182586,,
117.851426569209,-4.29674842971631,,
116.013259466716,-2.69022777246196,,
119.646883066696,-1.33594715426464,,
119.910876517841,-2.35062950183668,,
121.312163312238,-2.96878393407504,,
122.346045917036,-1.81144653371939,,
124.779393645067,-1.81031896274439,,
126.106608943219,-3.94506548272819,,
133.337402736153,-3.73178871916204,,
126.463680543971,-2.92361739250342,,
130.253640609168,-1.38212601806725,,
132.856954865753,-2.3387889574349,,
115.00954256464,-1.65817452597008,,
117.818794015958,6.46172098565867,,
110.089059860113,5.3560440378698,,
105.719292412132,4.42414019168424,,
102.961394226344,3.70935049592975,,
102.667174052465,2.0821127566376,,
102.861417352824,1.07106594388995,,
104.504733442698,0.325872423497702,,
104.998047031478,-0.296324553445691,,
107.382566589007,3.59042528066348,,
106.707485151551,2.85269321319068,,
106.22441827019,1.4839436519103,,
110.400985402001,-0.177159393104892,,
133.522511832278,8.57511701781897,,
116.769951061187,0.257463019958658,,
110.712695504487,0.980753027745137,,
114.522595484065,1.84172735296702,,
115.687090040597,4.41926199433155,,
120.203715233844,4.9333862175255,,
125.274249684206,5.81075464428048,,
140.794525481346,3.18267323878468,,
132.61515292308,4.48829797511001,,
123.076004756066,3.23882948954484,,
119.390996503162,2.28767302405673,,
124.3697865,3.0911365,,
139.655747928447,2.02289752657576,,
118.303816888003,3.28152981759212,,
99.6768153705058,4.71642573048203,,
90.1339896545583,3.64301928047374,,
93.3063483091441,2.83307756384672,,
92.0524052449578,1.27037328226265,,
97.926209513743,-1.29658781743932,,
95.3359450405997,-0.363574421251234,,
98.0261410687193,0.534267174789063,,
96.5149513719089,2.07894053572145,,
98.2611540000026,4.15095477557714,,
102.729957265711,-1.22230855989464,,
109.743793202757,-0.951491169279189,,
108.801534078776,-2.43941995124297,,
108.870615436376,-2.76549951582024,,
107.34068963626,-2.75069731376815,,
110.878095353822,-2.67566141720036,,
83.379697016035,15.4414622059099,,
76.1350190835055,11.9200524925076,,
68.7427906630602,10.9175637036275,,
72.4654653637462,9.47295851340161,,
97.648249021742,7.05841253851469,,
116.507331650469,8.40353857718457,,
122.514879065681,9.74742554449983,,
128.856738614514,11.3823756904573,,
142.082088052392,12.4794783555288,,
144.277121533806,10.0938668171738,,
142.837588028255,6.51641024661511,,
147.121669383365,4.23164873411862,,
163.490186162827,4.10691218230613,,
148.150175858439,0.238674892580159,,
141.196361625816,-2.75392410491306,,
140.967728176564,-4.27742451980192,,
127.587170714177,-6.31621748505661,,
115.474536560925,-5.48983722153698,,
109.517419686015,-5.99941759297288,,
108.698996673414,-6.63781376013474,,
108.063096415066,-7.51493349720579,,
104.533724252268,-6.5772582613838,,
101.961999727743,-7.43335569824698,,
96.9648523623984,-6.97572519971119,,
95.7308070377158,-6.12316925958312,,
94.746908991864,-5.18284947143949,,
95.4624515,-1.0352985,,
81.0500419719555,3.90458050086521,,
76.7698187381469,7.23441497724785,,
72.0838099650327,16.6482490112867,,
76.238461276186,18.4474052972914,,
79.8866813442614,17.9449612662689,,
65.6417967863933,13.7626989540864,,
136.3239305,-4.501888,,
124.021986526842,-7.52512295716537,,
82.4189715250106,-3.02684616546062,,
70.2140898138461,-1.92811339685872,,
70.8073618436557,-4.67218130241903,,
115.206125885297,5.57097331382856,,
136.242420819908,15.69767719639,,
79.2934609625291,10.2039615678383,,
